tick	_total	create	finish	memory	needList	run
17190176	2938.1	33.2	0.1	233.5	457.1	2207.7
17190276	2977.1	7.9	0.1	261.3	414.5	2286.7
17190376	3149.6	12.3	0.1	237.6	538	2342.2
17190476	3518.3	25	0.1	229.8	494.8	2761.7
17190576	3418	15.9	0.1	279.7	530.4	2584.6
17190676	3137.3	30.3	0.1	244.4	519.4	2336.1
17190775	3392.7	30.3	0.1	377	500.8	2476.2
17190875	3675.5	78.1	0.2	340.2	545	2701.6
17190975	3476.1	21.2	0.1	278.8	608.3	2548.6
17191075	3117	19.3	0.2	333.2	518.7	2235.6
17191175	3164	38.5	0.2	248.2	488.5	2380.9
17191275	2936	8.5	0.1	280.8	531.7	2108.6
17191375	3062	9.4	0.1	271.1	452.4	2323.7
17191475	3121.6	26.9	0.1	308	457	2324.3
17191575	3221.1	7	0.1	304.6	522.7	2380.7
17191675	3301	7.4	0.2	325.4	587	2373.6
17191775	3047	10.9	0.1	318.8	415.3	2294.4
17191875	3358.9	4.3	0.1	316.3	504.9	2525.6
17191975	2851.5	5.6	0.1	212.1	445.2	2182.3
17192075	2819.5	27.1	0.1	280.5	434.6	2055.3
17192175	3404.4	42	0.2	285.8	449.3	2606.9
17192275	2959	68.3	0.2	337	487.7	2058.9
17192375	2936.2	79.6	0.2	340.5	441.4	2067.2
17192475	3214.9	75.2	0.2	257.9	522.3	2351.5
17192575	3188.2	69.6	0.2	303.2	470.2	2338.3
17192675	2921.5	29	0.1	316.7	475.8	2094.2
17192775	3264.3	34.6	0.1	471.5	505.5	2246.8
17192875	3133.7	59.1	0.2	325.6	448.9	2293.6
17192975	3087.5	20.4	11.2	279.5	441.3	2328.4
17193075	2814.6	5.9	0.1	302.3	453.9	2045.5
17193175	3246.6	8	0.1	301.8	482.2	2447.7
17193275	2935.7	5.3	0.1	279.1	472.3	2172.6
17193375	3029.8	8.3	0.1	262.9	467.3	2284.8
17193475	3079.2	50.6	0.1	240.8	551.8	2229.1
17193575	3433.3	74.6	0.2	300.4	461.1	2590.3
17193675	3121.6	74.9	0.2	303	438.6	2298.2
17193775	2811.7	44.3	0.1	310.3	486.1	1964.4
17193875	3154.4	61.3	0.2	280	514.8	2292
17194075	2899.2	59.9	0.2	348.3	419.5	2065.1
17194176	2718.7	64.8	0.4	307.1	473.6	1864.9
17194276	3098	107.4	0.2	299.1	496.6	2185.9
17194376	2992.2	94.1	0.2	257.2	531.5	2100.7
17194476	2922.3	67.7	0.2	293.2	585.7	1968.8
17194576	3001.9	87	0.2	274.4	586.5	2047.3
17194676	3261.1	83.1	0.2	225.7	516	2429.9
17194776	3215	95.9	0.1	270.7	534.3	2307.7
17194876	2831.6	63	0.1	298.2	490.5	1973.4
17194976	3046.7	83.7	0.4	259.5	499.7	2197.9
17195076	3122	36.3	0.2	358.1	464.2	2256.3
17195176	2991.2	82.2	0.2	190	556.2	2156.2
17195276	2922.3	52.6	0.1	257.6	541.3	2064
17195376	3264.2	81.4	0.2	346.2	573.6	2255.6
17195576	2952.4	91.7	0.2	284.9	615.1	1953.8
17195676	2948	95.4	0.2	309.6	675	1860.9
17195776	2781.1	85.7	0.2	274.2	529.5	1885.9
17195876	2669.9	86.6	0.2	246.9	581.3	1749.1
17195976	2478.8	61.3	0.1	259.5	482.5	1670
17196084	3020.7	112.1	0.2	411.8	554.5	1982.2
17196184	2946	100.6	0.2	318	706	1814.7
17196284	2705.2	107.3	0.2	359.6	543.1	1689.2
17196384	2410.2	72.5	0.2	240.6	586.8	1503.4
17196483	2533.3	105.7	0.2	275.8	566.9	1576
17196583	2719.3	126.4	0.2	296.4	656	1630.5
17196683	2345.9	124.9	0.2	251.9	629.6	1329.2
17196783	2182	93.1	0.2	268.6	574.7	1235.9
17196883	1932.7	68.8	0.2	209.8	512.3	1116.8
17196983	1992.5	105.3	0.2	352.9	435.6	1088.4
17197083	1866.6	123.8	0.2	233.8	461.4	1037.3
17197183	1772.6	68.1	0.2	341.4	295.5	1057.6
17197283	1894.5	71.7	0.2	291.6	469.7	1051.5
17197383	2197.4	81.3	0.3	458.3	534	1114.3
17197483	1690.5	76.5	0.2	282.7	335.7	986.6
17197583	1872.8	82.5	0.2	261.3	400.6	1118.7
17197683	1884.2	66.5	0.2	244.5	426.9	1136.5
17197783	1720.9	74.5	0.2	237.1	515.2	884.5
17197884	1854.5	104.4	0.2	289.7	395.2	1055.4
17197984	1820.4	82.1	0.2	231.9	455.6	1040.5
17198084	1753.3	94.8	0.1	237.3	397.8	1014.6
17198184	2091.8	78.4	0.2	320.5	402.6	1280.2
17198284	1884.6	65.1	0.2	284.2	456.3	1068.4
17198384	2098.4	76	0.2	328	416.9	1267.5
17198484	1919.4	85.6	0.2	348.6	412.2	1061
17198584	2090.6	127.1	0.2	259.5	491.5	1202
17198684	1910.6	79.8	0.2	326.4	387	1107.3
17198784	1789.9	94.3	0.2	257.9	395.7	1032.4
17198884	1889.1	96.5	0.2	219.1	425.9	1138
17198984	1729.6	76	0.2	228	441.6	975.6
17199084	1725.9	58.6	0.2	321.7	418.2	909.3
17199184	2135.5	72.9	0.2	316.5	454.9	1281.7
17199284	2096.5	62.9	0.2	391.1	515.5	1116.8
17199384	1798.7	125.7	0.2	290.9	365.9	995.6
17199484	1967.8	85	0.2	243.3	467	1163.2
17199584	1944	71.3	0.2	307.6	422.2	1133.7
17199684	1967.8	61.7	0.2	382.3	395.1	1105.7
17199784	2210.9	88.9	0.2	325.7	445.3	1341.3
17199884	2069.5	86.5	0.1	294.8	518.6	1160.6
17199984	1744.7	91.5	0.1	293.8	388.8	961.9
17200084	2072.3	91.9	0.2	251	476.8	1243.7
17200184	1875.1	116.5	0.2	272.2	420.7	1056.2
17200284	1838.6	102.9	0.2	280.4	402.2	1043.7
17200384	1788.2	93.1	0.2	302.9	383.6	998.5
17200484	1677.7	67.4	0.2	250.2	426.2	924.2
17200584	1821.8	83.4	0.2	269.4	385	1074.1
17200684	1685.6	52.8	0.2	206.6	431.2	985.6
17200784	2012.7	77.8	0.2	293.6	479.1	1139.6
17200884	1927.4	136.9	0.2	261.5	390.5	1128.7
17200984	1841.1	67.8	0.2	232.2	412.3	1119.4
17201084	2102.4	99	0.2	329.6	519.5	1143.5
17201184	1920.4	87.9	0.2	270.6	473.8	1074.2
17201284	1745.5	105.8	0.2	249	376.7	1004
17201384	1966.5	103.1	0.2	254.4	364.1	1220.1
17201484	1867.7	101.3	0.2	240.2	428	1073.6
17201584	1906.4	81.2	0.2	324	393.1	1097.7
17201684	1925.5	104.2	0.2	281.4	504.4	1027.5
17201784	1825.4	153.4	0.1	161.8	484.1	1020.2
17201884	1841.8	114.8	0.1	231.3	365.9	1123.9
17201984	2198.2	115.4	0.2	290.7	506.7	1276.9
17202083	2028.1	86.3	0.2	236.8	531.1	1164.6
17202183	2213.3	114.5	0.2	381.4	528.7	1177.9
17202283	2303.4	105.6	0.2	303.8	540.4	1343.6
17202383	2259.6	90.6	0.1	237.7	545.5	1377.9
17202483	2004.9	92.2	0.2	270	459.8	1174.6
17202583	1876.6	90.1	0.2	274	427.8	1076.3
17202683	1759.4	79.3	0.2	234	420.8	1015.3
17202783	1724.5	71.7	0.1	222	338.6	1082.6
17202883	2091.3	102.9	0.1	279.8	551	1148.3
17202983	1883.1	107.9	0.1	247.9	363.9	1153.3
17203083	1808.1	91.7	0.1	276.9	385	1045.7
17203183	1974.7	64.3	0.2	323.7	469.4	1106.8
17203283	1927.7	103.6	0.2	255.3	428.6	1131.5
17203383	2072.3	74	0.2	333.1	439.2	1218.4
17203483	2414.5	143.3	0.2	354	478.9	1430.5
17203583	2132.3	110.8	0.2	252.1	454.8	1305.9
17203683	2080.1	117.1	0.2	352.9	456.3	1145.9
17203783	1954.3	77	0.1	248.5	436.1	1184.4
17203883	1834.6	85.2	0.2	294.2	450.7	993
17203983	1754.4	73.2	0.2	276.3	423	972.3
17204083	1813.1	60.7	0.1	288.9	397.4	1056.9
17204184	2006.3	89.6	0.1	324.7	467.4	1115.2
17204284	1941.9	76.4	0.1	248	416.9	1192.4
17204384	1808.8	63.5	0.1	195.6	401.5	1140
17204484	2105.2	89.9	0.1	281.2	553.5	1171.6
17204584	1911.8	94.3	0.2	306.9	389.5	1098.2
17204684	1840	94.6	0.2	280.8	369.3	1086.1
17204784	1812.7	71.6	0.2	279.5	396.1	1055
17204884	1816.1	71.2	0.1	248.6	283.8	1203.8
17204984	2141.1	81.2	0.4	453.5	298.5	1299.2
17205084	2236.2	76.5	0.1	310.7	327.6	1514
17205184	2213.3	85.1	0.1	279.2	347.2	1490.7
17205284	2090.5	88	0.2	239.5	312.2	1442.1
17205384	2235.1	102.8	0.2	280.6	345.7	1483.2
17205484	2577.3	97.5	0.2	293.6	359.9	1816.6
17205584	2343.9	65.1	0.1	296	321.3	1652.8
17205684	2401.5	82.7	0.1	261.6	318.5	1729.3
17205784	2477.6	86.4	0.2	300.8	387.5	1693.2
17205884	2629.1	68.8	0.1	344.2	386.4	1819.3
17205984	2506.5	76.4	0.2	263.8	371.4	1785.2
17206084	2757	78.4	0.2	266.8	384.3	2017.2
17206184	2501.4	127.7	0.2	315.5	384.2	1666
17206284	2448.1	57.6	0.1	206.1	388.9	1787.4
17206384	2993.5	55	0.1	332.4	372.2	2225.6
17206484	2678.8	47.5	0.1	263.6	422.7	1935.6
17206584	2503.1	48.7	0.1	272.8	374.2	1800
17206684	2788.3	24.8	0.1	254.3	355.2	2145.8
17206784	2641.6	15.5	0.1	204.3	391.2	2022.5
17206884	2662.5	5.4	0.1	267.5	401	1980.3
17206984	3286.4	14	0.1	274.6	353.7	2635.7
17207084	3331.5	12.3	0.3	292.3	415.4	2603.1
17207184	2647.6	14.2	0.1	324.3	414.7	1886.1
17207284	2491.5	32.3	0.3	301.8	413	1736
17207384	3194.1	55.7	0.2	328.5	454.9	2345.5
17207484	2552.4	17.3	0.1	370.4	374.4	1780.8
17207584	2581.2	8.5	0.1	319.4	403.7	1840.6
17207684	3079.7	49.4	0.1	404.4	454	2163.8
17207783	3009.7	77.6	0.1	263.7	432.8	2227.3
17207883	3102.2	108.4	0.2	347.4	451.2	2184.6
17208128	3060.7	93.5	0.2	319.3	458	2182.8
17208228	3107.1	89.8	0.1	336.7	425.8	2248.1
17208428	2512.8	6.1	0.1	257.9	408.7	1833
17208528	2835.7	23.1	0.1	223.5	375	2207.9
17208629	3043	18.6	0.1	259.7	381.9	2375.6
17208729	3036.5	15.7	0.1	348.8	379.5	2286.1
17208829	2888.3	20.5	0.1	294.2	378	2189.4
17208930	3031.6	36.4	0.2	298.5	443.7	2246.9
17209030	3123.7	8.1	0.1	350.3	398.6	2359.2
17209130	2876.3	5.2	0.1	336.6	416	2111.4
17209465	3194.8	25.6	0.2	784.4	482	2357.1
17209565	3320.6	30.6	0.2	273.8	479.1	2517.6
17209665	3341.2	60.3	0.2	289.2	424.6	2559.6
17209765	2762.2	36.8	0.2	292.2	437.5	1988.4
17209865	3128.2	34.8	0.2	372.3	438.6	2273.9
17209965	3222	15.8	0.2	342.7	507.9	2347.1
17210065	2825.3	3.9	0.2	337.9	455.2	2019.2
17210165	3059	16.5	0.2	290.4	450.9	2292
17210265	2987.1	22.9	0.1	279.1	462.6	2216.5
17210365	3482.7	57.8	0.2	386.2	464.4	2567
17210465	2764.8	51.7	0.2	270.1	442.7	1993.5
17210780	2712.1	4.5	0.1	307.8	395.8	1997.1
17210880	2701.3	15.5	0.1	297.1	433.2	1948.5
17210980	3079	15.8	0.1	454.4	430.4	2171.4
17211080	2963	17.8	0.1	315.5	419.3	2204
17211181	2754.1	4.9	0.1	312.4	506.6	1911.2
17211281	2663.1	9	0.1	268.4	392.7	1986.5
17211381	2790.4	2.4	0.1	260.8	445.9	2075.3
17211481	2597.7	5.3	0.1	304	439.6	1841.5
17211581	2808.3	13.7	0.1	284.5	386.5	2117.2
17211681	2745.9	5.6	0.1	276.5	441.5	2015.9
17211781	2866.4	4.8	0.1	283.3	457.9	2113.6
17211881	2541.5	20.2	0.1	308.7	424.7	1781.1
17211981	3041.4	23.5	0.1	287.4	451.3	2272.4
17212082	2939.9	22.6	0.3	282.2	465.5	2162.1
17212182	2818.9	12	0.1	330.9	397.2	2070.9
17212282	2990.2	7.5	0.1	281	450.5	2243
17212382	2906.1	17.5	0.1	268.1	488.2	2123.8
17212482	2468.2	13.8	0.1	333.8	418.6	1695
17212582	3153.9	35.2	0.1	345.8	413.7	2352
17212682	3052	23.3	0.1	504.1	449.8	2067.8
17212782	3189.6	5.6	0.1	464.6	510.3	2201.8
17212882	3171.8	36.1	0.1	285.4	515.9	2327.5
17212982	3266.4	6.8	0.1	349.3	561.2	2341.6
17213082	2905.2	6.8	0.1	290.9	734.7	1864
17213182	2902.5	14	0.1	304.5	668.4	1907
17213382	2913.8	110.4	0.2	297.1	656.5	1842.3
17213481	3122.7	74	0.2	356.1	617.5	2067.1
17213581	3319.7	123.9	0.2	299	693.3	2193.3
17213681	2820.3	92.4	0.2	271.6	665.2	1781.6
17213781	3090	191.7	0.3	351.1	654.5	1883.3
17213881	2813.5	176	0.2	351.2	578.5	1699.8
17213981	2773.5	99.8	0.2	414.6	604.5	1646.8
17214081	2710.5	74.1	0.1	369.6	520.7	1738
17214181	2630.1	87.5	0.1	367.8	588.7	1578.6
17214281	2662.5	120.4	0.2	417.6	555.9	1534.6
17214381	2828.8	101.8	0.2	408.3	612.3	1696.7
17214481	2290.8	77	0.1	258.2	534.6	1411.6
17214581	2301.1	65.5	0.1	377.1	544.1	1306.1
17214681	2313.6	69.7	0.2	260.7	581.4	1392
17214781	2447.7	103	0.2	379.5	595.6	1340.5
17214881	2141.9	70.2	0.2	321.8	503.8	1237.4
17214981	2428.4	94.4	0.1	384.1	541.1	1401.1
17215081	2241.5	82.3	0.1	396.8	475.3	1281
17215181	2049.9	87.2	0.1	374.9	478.5	1102.8
17215281	2179.3	103.1	0.1	294.3	454.3	1321
17215381	2220.6	71.1	0.1	321.8	566.9	1253.1
17215481	1937.9	72.7	0.1	358.1	466.8	1033.1
17215581	1955.8	66.1	0.1	318.1	417.5	1131.5
17215681	2099.5	84.1	0.1	339	456.2	1212.1
17215781	1889.2	74.5	0.1	301.2	516.3	988.5
17215881	1843.4	67.9	0.1	337.2	476.4	953.9
17215981	1816.5	74.7	0.1	295.5	414.4	1025.6
17216081	1888.8	122.3	0.1	276	428.3	1055.3
17216181	1892.2	103	0.2	279	454	1047.9
17216281	2086	114.8	0.2	351.6	441.4	1168.8
17216381	1873.8	112.3	0.2	376.5	392.7	982.6
17216481	1923.8	100.3	0.2	363	477.5	974.1
17216581	1842	60.3	0.1	256.6	508.7	1009
17216681	2165.1	98.9	0.1	358.4	518.6	1179.8
17216782	2019.1	83.7	0.2	291.9	537.6	1097.5
17216882	1937.9	63.1	0.2	385.6	469.7	995.5
17216982	1909.7	64.4	0.2	308.7	427.6	1099.4
17217082	2294.7	84.9	0.2	400	439.1	1361.4
17217182	2038.5	68.7	0.2	331	549.1	1081.3
17217282	1974.1	66.8	0.2	288.1	565	1045.2
17217382	2261.6	102.9	0.2	366	529.9	1254.9
17217482	2137.9	79.9	0.2	325.9	526.3	1196
17217582	1940.1	100.4	0.2	374.9	414.9	1042
17217782	2382.1	61.8	0.2	345.1	520.7	1445
17217882	1780.9	42.9	0.1	304.8	370.6	1054.2
17217982	1817.3	41.6	0.2	333.4	424.7	1009.1
17218082	2466.6	88.3	0.2	357.8	496.7	1514.1
17218182	2526.5	69.5	0.1	402.4	560.6	1486.1
17218282	2631.9	95.6	0.1	414.8	511.6	1600.9
17218382	2551.7	53	0.2	339.3	502	1648.9
17218482	3126.3	65.3	0.2	284.5	575.5	2193.2
